symbol,direction,entry_time,entry_price,exit_time,exit_price,quantity,exit_reason,gross_pnl,costs,net_pnl,capital_after
NSE:KOTAKBANK-EQ,short,2023-01-17T12:39:00+05:30,358.13,2023-01-17T13:24:00+05:30,356.6975,112,target,160.4422,106.5898,53.8524,40170.6131
NSE:TCS-EQ,long,2023-01-17T11:03:00+05:30,3350.75,2023-01-17T13:33:00+05:30,3364.153,12,target,160.836,106.9742,53.8618,40510.2269
NSE:SUNPHARMA-EQ,short,2023-01-17T13:15:00+05:30,1029.3,2023-01-17T13:39:00+05:30,1031.3586,38,stoploss,-78.2268,105.2757,-183.5025,39935.0245
NSE:TITAN-EQ,short,2023-01-17T13:30:00+05:30,2390.0,2023-01-17T13:42:00+05:30,2394.78,16,stoploss,-76.48,103.9789,-180.4589,39990.1543
NSE:HDFCBANK-EQ,long,2023-01-17T13:54:00+05:30,802.73,2023-01-17T14:00:00+05:30,801.1245,49,stoploss,-78.6675,105.4862,-184.1538,39806.0005
NSE:MARUTI-EQ,long,2023-01-17T11:57:00+05:30,8420.5,2023-01-17T14:06:00+05:30,8454.182,4,target,134.728,97.2712,37.4568,40102.5216
NSE:ASIANPAINT-EQ,short,2023-01-17T12:39:00+05:30,2927.0,2023-01-17T14:21:00+05:30,2932.854,13,stoploss,-76.102,103.6983,-179.8003,39936.9605
NSE:KOTAKBANK-EQ,short,2023-01-17T13:36:00+05:30,357.59,2023-01-17T14:36:00+05:30,358.3052,113,stoploss,-80.8153,107.1974,-188.0128,40322.2141
NSE:RELIANCE-EQ,long,2023-01-17T11:36:00+05:30,1232.65,2023-01-17T15:00:00+05:30,1237.5806,32,target,157.7792,105.8381,51.9411,40303.9407
NSE:BAJFINANCE-EQ,short,2023-01-17T12:39:00+05:30,596.05,2023-01-17T15:00:00+05:30,597.2421,67,stoploss,-79.8707,106.4961,-186.3668,39930.3939
NSE:TCS-EQ,long,2023-01-17T14:06:00+05:30,3365.7,2023-01-17T15:09:00+05:30,3379.1628,11,target,148.0908,102.2375,45.8533,40148.375
NSE:INFY-EQ,long,2023-01-17T14:06:00+05:30,1535.4,2023-01-17T15:09:00+05:30,1541.5416,25,target,153.54,104.2626,49.2774,40151.799
NSE:TITAN-EQ,long,2023-01-17T15:00:00+05:30,2399.7,2023-01-17T15:12:00+05:30,2409.2988,16,target,153.5808,104.2778,49.303,39979.6969
NSE:LT-EQ,long,2023-01-17T14:06:00+05:30,2208.0,2023-01-17T15:15:00+05:30,2213.0,18,time_exit,90.0,106.2283,-16.2283,40086.2933
NSE:BAJFINANCE-EQ,long,2023-01-17T15:03:00+05:30,597.89,2023-01-17T15:15:00+05:30,599.05,66,time_exit,76.56,105.7975,-29.2375,39901.1564
NSE:LT-EQ,long,2023-01-17T15:18:00+05:30,2213.0,2023-01-17T15:21:00+05:30,2214.0,18,time_exit,18.0,106.3048,-88.3048,39812.8516
NSE:ASIANPAINT-EQ,long,2023-01-17T15:18:00+05:30,2940.95,2023-01-17T15:21:00+05:30,2942.45,13,time_exit,19.5,103.9301,-84.4301,39816.7263
NSE:RELIANCE-EQ,long,2023-01-17T15:24:00+05:30,1238.8,2023-01-17T15:27:00+05:30,1239.0,32,time_exit,6.4,106.0102,-99.6102,39717.1161
NSE:SUNPHARMA-EQ,long,2023-01-17T15:24:00+05:30,1033.0,2023-01-17T15:27:00+05:30,1030.934,38,stoploss,-78.508,105.368,-183.876,39632.8503
NSE:MARUTI-EQ,long,2023-01-18T10:45:00+05:30,8500.2,2023-01-18T10:54:00+05:30,8483.1996,4,stoploss,-68.0016,97.5836,-165.5852,39467.2651
NSE:SUNPHARMA-EQ,long,2023-01-18T11:00:00+05:30,1037.1,2023-01-18T11:03:00+05:30,1035.0258,38,stoploss,-78.8196,105.5989,-184.4185,39282.8466
NSE:RELIANCE-EQ,long,2023-01-18T10:48:00+05:30,1236.45,2023-01-18T11:24:00+05:30,1241.3958,32,target,158.2656,106.0189,52.2467,39685.097
NSE:ICICIBANK-EQ,long,2023-01-18T11:15:00+05:30,866.6,2023-01-18T11:39:00+05:30,870.0664,45,target,155.988,105.1724,50.8156,39333.6622
NSE:KOTAKBANK-EQ,long,2023-01-18T11:24:00+05:30,364.33,2023-01-18T11:48:00+05:30,363.6013,107,stoploss,-77.9666,104.9669,-182.9335,39502.1635
NSE:BAJFINANCE-EQ,long,2023-01-18T11:48:00+05:30,602.77,2023-01-18T11:51:00+05:30,601.5645,65,stoploss,-78.3601,105.2584,-183.6185,39318.545
NSE:TCS-EQ,long,2023-01-18T11:03:00+05:30,3393.6,2023-01-18T12:06:00+05:30,3407.1744,11,target,149.3184,102.6937,46.6247,39329.4713
NSE:AXISBANK-EQ,long,2023-01-18T11:39:00+05:30,920.0,2023-01-18T12:06:00+05:30,918.16,43,stoploss,-79.12,105.8215,-184.9415,39148.7207
NSE:MARUTI-EQ,long,2023-01-18T11:45:00+05:30,8487.95,2023-01-18T12:18:00+05:30,8521.9018,4,target,135.8072,97.6723,38.1349,39371.7971
NSE:TCS-EQ,long,2023-01-18T12:24:00+05:30,3404.9,2023-01-18T12:42:00+05:30,3398.0902,11,stoploss,-74.9078,102.7006,-177.6084,39194.1887
NSE:HDFCBANK-EQ,long,2023-01-18T12:33:00+05:30,819.9,2023-01-18T12:48:00+05:30,818.2602,48,stoploss,-78.7104,105.518,-184.2284,39187.5687
NSE:ICICIBANK-EQ,long,2023-01-18T12:36:00+05:30,869.0,2023-01-18T13:09:00+05:30,867.262,45,stoploss,-78.21,105.1472,-183.3572,39188.4399
NSE:SBIN-EQ,short,2023-01-18T13:03:00+05:30,589.6,2023-01-18T13:18:00+05:30,590.7792,66,stoploss,-77.8272,104.979,-182.8062,39004.7625
NSE:INFY-EQ,long,2023-01-18T10:03:00+05:30,1545.6,2023-01-18T13:42:00+05:30,1551.7824,25,target,154.56,104.6417,49.9183,39682.7686
NSE:KOTAKBANK-EQ,short,2023-01-18T12:51:00+05:30,361.95,2023-01-18T13:51:00+05:30,360.5022,108,target,156.3624,105.0796,51.2828,39238.8515
NSE:WIPRO-EQ,long,2023-01-18T10:45:00+05:30,200.98,2023-01-18T13:57:00+05:30,201.7839,197,target,158.3722,106.0585,52.3137,39685.164
NSE:TCS-EQ,long,2023-01-18T13:51:00+05:30,3405.6,2023-01-18T14:00:00+05:30,3398.7888,11,stoploss,-74.9232,102.712,-177.6352,39061.2163
NSE:RELIANCE-EQ,long,2023-01-18T12:06:00+05:30,1243.0,2023-01-18T14:06:00+05:30,1240.514,31,stoploss,-77.066,104.2996,-181.3656,38967.3551
NSE:BAJFINANCE-EQ,short,2023-01-18T14:03:00+05:30,600.37,2023-01-18T14:15:00+05:30,601.5707,65,stoploss,-78.0481,105.143,-183.1911,38878.0252
NSE:SUNPHARMA-EQ,long,2023-01-18T12:03:00+05:30,1036.0,2023-01-18T14:18:00+05:30,1033.928,37,stoploss,-76.664,104.0018,-180.6658,39137.8792
NSE:AXISBANK-EQ,short,2023-01-18T14:03:00+05:30,917.65,2023-01-18T14:18:00+05:30,919.4853,42,stoploss,-77.0826,104.4263,-181.5089,38879.7075
NSE:MARUTI-EQ,long,2023-01-18T12:54:00+05:30,8522.5,2023-01-18T14:24:00+05:30,8505.455,4,stoploss,-68.18,97.7158,-165.8958,39021.6729
NSE:TITAN-EQ,short,2023-01-18T14:12:00+05:30,2416.95,2023-01-18T14:24:00+05:30,2421.7839,16,stoploss,-77.3424,104.6191,-181.9615,38785.3936
NSE:ASIANPAINT-EQ,long,2023-01-18T11:27:00+05:30,2949.95,2023-01-18T14:36:00+05:30,2944.0501,13,stoploss,-76.6987,104.0275,-180.7262,39504.3709
NSE:SBIN-EQ,long,2023-01-18T15:00:00+05:30,593.05,2023-01-18T15:06:00+05:30,591.8639,66,stoploss,-78.2826,105.201,-183.4836,39320.8873
NSE:HDFCBANK-EQ,long,2023-01-18T14:54:00+05:30,819.38,2023-01-18T15:09:00+05:30,817.7412,48,stoploss,-78.6605,105.481,-184.1415,39320.2294
NSE:KOTAKBANK-EQ,short,2023-01-18T14:09:00+05:30,360.39,2023-01-18T15:15:00+05:30,359.5,108,time_exit,96.12,104.8714,-8.7514,38958.6038
NSE:WIPRO-EQ,long,2023-01-18T15:12:00+05:30,201.7,2023-01-18T15:15:00+05:30,201.6,194,time_exit,-19.4,105.2306,-124.6306,39195.5988
NSE:AXISBANK-EQ,long,2023-01-18T15:12:00+05:30,923.1,2023-01-18T15:15:00+05:30,924.95,42,time_exit,77.7,104.774,-27.074,39293.1554
NSE:SUNPHARMA-EQ,long,2023-01-18T15:15:00+05:30,1040.15,2023-01-18T15:18:00+05:30,1039.35,37,time_exit,-29.6,104.2668,-133.8668,39159.2886
NSE:WIPRO-EQ,long,2023-01-18T15:18:00+05:30,201.6,2023-01-18T15:21:00+05:30,201.7,194,time_exit,19.4,105.2325,-85.8325,39073.4561
NSE:LT-EQ,long,2023-01-18T15:21:00+05:30,2264.7,2023-01-18T15:24:00+05:30,2266.05,17,time_exit,22.95,104.3297,-81.3797,38992.0764
NSE:MARUTI-EQ,short,2023-01-19T10:39:00+05:30,8479.9,2023-01-19T10:54:00+05:30,8496.8598,4,stoploss,-67.8392,97.5639,-165.4031,38826.6733
NSE:ICICIBANK-EQ,short,2023-01-19T10:21:00+05:30,867.6,2023-01-19T10:57:00+05:30,864.1296,44,target,152.6976,103.723,48.9746,39041.0509
NSE:HDFCBANK-EQ,long,2023-01-19T11:12:00+05:30,822.43,2023-01-19T11:21:00+05:30,820.7851,47,stoploss,-77.3084,104.4792,-181.7876,38859.2633
NSE:INFY-EQ,long,2023-01-19T11:45:00+05:30,1546.0,2023-01-19T11:51:00+05:30,1542.908,25,stoploss,-77.3,104.473,-181.773,38677.4903
NSE:SUNPHARMA-EQ,long,2023-01-19T11:48:00+05:30,1041.3,2023-01-19T11:57:00+05:30,1039.2174,37,stoploss,-77.0562,104.2923,-181.3485,38677.9148
NSE:MARUTI-EQ,long,2023-01-19T12:00:00+05:30,8503.0,2023-01-19T12:24:00+05:30,8485.994,4,stoploss,-68.024,97.6002,-165.6242,38512.2905
NSE:KOTAKBANK-EQ,long,2023-01-19T12:03:00+05:30,357.47,2023-01-19T12:39:00+05:30,356.7551,108,stoploss,-77.2135,104.4089,-181.6224,38496.2923
NSE:MARUTI-EQ,long,2023-01-19T12:33:00+05:30,8508.1,2023-01-19T12:45:00+05:30,8491.0838,4,stoploss,-68.0648,97.6305,-165.6953,38346.5953
NSE:HDFCBANK-EQ,long,2023-01-19T12:27:00+05:30,823.95,2023-01-19T12:48:00+05:30,822.3021,46,stoploss,-75.8034,103.3641,-179.1675,38333.123
NSE:LT-EQ,long,2023-01-19T11:48:00+05:30,2267.2,2023-01-19T12:51:00+05:30,2262.6656,17,stoploss,-77.0848,104.3135,-181.3983,38677.865
NSE:ASIANPAINT-EQ,long,2023-01-19T10:45:00+05:30,2956.65,2023-01-19T12:54:00+05:30,2968.4766,13,target,153.7458,104.3391,49.4067,39041.4831
NSE:BAJFINANCE-EQ,long,2023-01-19T12:33:00+05:30,601.58,2023-01-19T12:57:00+05:30,600.3768,64,stoploss,-77.0022,104.2524,-181.2546,38331.0359
NSE:TITAN-EQ,long,2023-01-19T12:24:00+05:30,2400.0,2023-01-19T13:09:00+05:30,2395.2,16,stoploss,-76.8,104.1025,-180.9025,38331.388
NSE:SBIN-EQ,short,2023-01-19T13:18:00+05:30,588.85,2023-01-19T14:03:00+05:30,590.0277,65,stoploss,-76.5505,104.0312,-180.5817,38150.8063
NSE:LT-EQ,long,2023-01-19T14:09:00+05:30,2272.2,2023-01-19T14:21:00+05:30,2267.6556,16,stoploss,-72.7104,101.0725,-173.7829,37977.0234
NSE:BAJFINANCE-EQ,long,2023-01-19T14:09:00+05:30,601.62,2023-01-19T14:21:00+05:30,600.4168,63,stoploss,-75.8041,103.3647,-179.1688,37971.6375
NSE:ICICIBANK-EQ,long,2023-01-19T14:09:00+05:30,866.1,2023-01-19T14:24:00+05:30,864.3678,44,stoploss,-76.2168,103.6704,-179.8872,37970.9191
NSE:HDFCBANK-EQ,long,2023-01-19T14:21:00+05:30,822.65,2023-01-19T14:27:00+05:30,821.0047,46,stoploss,-75.6838,103.2755,-178.9593,37792.6782
NSE:INFY-EQ,long,2023-01-19T12:15:00+05:30,1545.05,2023-01-19T14:45:00+05:30,1541.9599,25,stoploss,-77.2525,104.4378,-181.6903,38496.2245
NSE:TCS-EQ,long,2023-01-19T14:12:00+05:30,3385.05,2023-01-19T14:45:00+05:30,3378.2799,11,stoploss,-74.4711,102.377,-176.8481,37973.9582
NSE:TITAN-EQ,short,2023-01-19T13:42:00+05:30,2388.7,2023-01-19T14:57:00+05:30,2379.1452,16,target,152.8768,103.7894,49.0874,38380.4754
NSE:ICICIBANK-EQ,short,2023-01-19T14:57:00+05:30,865.05,2023-01-19T15:00:00+05:30,866.7801,43,stoploss,-74.3943,102.4305,-176.8248,38203.6507
NSE:RELIANCE-EQ,long,2023-01-19T11:27:00+05:30,1237.05,2023-01-19T15:15:00+05:30,1235.03,31,time_exit,-62.62,104.0374,-166.6574,38692.6059
NSE:WIPRO-EQ,long,2023-01-19T12:03:00+05:30,201.63,2023-01-19T15:15:00+05:30,201.68,191,time_exit,9.55,104.336,-94.786,38583.1287
NSE:SUNPHARMA-EQ,short,2023-01-19T14:54:00+05:30,1039.75,2023-01-19T15:15:00+05:30,1040.9,36,time_exit,-41.4,102.7545,-144.1545,37829.8037
NSE:TITAN-EQ,short,2023-01-19T15:06:00+05:30,2383.5,2023-01-19T15:15:00+05:30,2385.0,16,time_exit,-24.0,103.7883,-127.7883,38075.8624
NSE:RELIANCE-EQ,short,2023-01-19T15:21:00+05:30,1235.22,2023-01-19T15:24:00+05:30,1234.45,30,time_exit,23.1,102.1545,-79.0545,37996.8078
NSE:ASIANPAINT-EQ,short,2023-01-19T15:21:00+05:30,2870.65,2023-01-19T15:24:00+05:30,2861.3,13,time_exit,121.55,102.4749,19.0751,38094.9375
NSE:LT-EQ,long,2023-01-20T10:39:00+05:30,2295.8,2023-01-20T10:45:00+05:30,2291.2084,16,stoploss,-73.4656,101.632,-175.0976,37919.8399
NSE:ICICIBANK-EQ,long,2023-01-20T10:45:00+05:30,873.0,2023-01-20T10:54:00+05:30,871.254,43,stoploss,-75.078,102.8267,-177.9047,37741.9352
NSE:AXISBANK-EQ,long,2023-01-20T10:36:00+05:30,931.75,2023-01-20T11:03:00+05:30,929.8865,40,stoploss,-74.54,102.428,-176.968,37917.9695
NSE:SBIN-EQ,long,2023-01-20T10:51:00+05:30,594.8,2023-01-20T11:45:00+05:30,593.6104,63,stoploss,-74.9448,102.728,-177.6728,37742.1671
NSE:LT-EQ,short,2023-01-20T11:27:00+05:30,2274.45,2023-01-20T11:57:00+05:30,2265.3522,16,target,145.5648,101.0827,44.4821,37962.4515
NSE:AXISBANK-EQ,short,2023-01-20T12:24:00+05:30,929.45,2023-01-20T12:33:00+05:30,931.3089,40,stoploss,-74.356,102.402,-176.758,37785.6935
NSE:ASIANPAINT-EQ,short,2023-01-20T11:48:00+05:30,2808.2,2023-01-20T12:51:00+05:30,2796.9672,13,target,146.0264,101.2536,44.7728,37786.9399
NSE:WIPRO-EQ,long,2023-01-20T10:33:00+05:30,201.58,2023-01-20T12:54:00+05:30,202.3863,188,target,151.5882,103.5372,48.0509,38142.9884
NSE:MARUTI-EQ,short,2023-01-20T11:21:00+05:30,8470.2,2023-01-20T13:06:00+05:30,8436.3192,4,target,135.5232,97.3657,38.1575,37956.1269
NSE:TCS-EQ,long,2023-01-20T10:39:00+05:30,3383.05,2023-01-20T13:30:00+05:30,3376.2839,11,stoploss,-74.4271,102.3444,-176.7715,37918.166
NSE:LT-EQ,short,2023-01-20T12:21:00+05:30,2270.4,2023-01-20T13:30:00+05:30,2261.3184,16,target,145.3056,100.9868,44.3188,38006.7703
NSE:INFY-EQ,short,2023-01-20T12:57:00+05:30,1534.8,2023-01-20T13:51:00+05:30,1528.6608,24,target,147.3408,101.7402,45.6006,38188.5891
NSE:BAJFINANCE-EQ,short,2023-01-20T13:30:00+05:30,590.98,2023-01-20T14:00:00+05:30,588.6161,64,target,151.2909,103.2023,48.0886,38054.8589
NSE:MARUTI-EQ,short,2023-01-20T13:24:00+05:30,8447.25,2023-01-20T14:06:00+05:30,8464.1445,4,stoploss,-67.578,97.37,-164.948,37791.1789
NSE:RELIANCE-EQ,short,2023-01-20T13:57:00+05:30,1227.58,2023-01-20T14:30:00+05:30,1222.6697,31,target,152.2199,103.5462,48.6737,38237.2628
NSE:HDFCBANK-EQ,long,2023-01-20T11:06:00+05:30,832.15,2023-01-20T15:00:00+05:30,830.4857,45,stoploss,-74.8935,102.69,-177.5835,37740.386
NSE:ASIANPAINT-EQ,short,2023-01-20T13:42:00+05:30,2800.45,2023-01-20T15:00:00+05:30,2789.2482,13,target,145.6234,101.1044,44.519,38051.2893
NSE:ICICIBANK-EQ,short,2023-01-20T12:15:00+05:30,868.75,2023-01-20T15:03:00+05:30,870.4875,43,stoploss,-74.7125,102.6667,-177.3792,37785.0723
NSE:WIPRO-EQ,short,2023-01-20T15:03:00+05:30,201.03,2023-01-20T15:09:00+05:30,201.4321,189,stoploss,-75.9893,103.6146,-179.604,37605.4684
NSE:KOTAKBANK-EQ,short,2023-01-20T12:48:00+05:30,352.54,2023-01-20T15:15:00+05:30,352.62,107,time_exit,-8.56,103.1632,-111.7232,37673.9703
NSE:BAJFINANCE-EQ,short,2023-01-20T14:48:00+05:30,589.2,2023-01-20T15:15:00+05:30,586.8432,64,target,150.8352,103.0337,47.8015,38285.0643
NSE:INFY-EQ,short,2023-01-20T14:54:00+05:30,1525.75,2023-01-20T15:15:00+05:30,1526.45,25,time_exit,-17.5,103.7953,-121.2953,38115.9675
NSE:ASIANPAINT-EQ,short,2023-01-20T15:03:00+05:30,2788.8,2023-01-20T15:15:00+05:30,2787.95,13,time_exit,11.05,100.9729,-89.9229,37695.1495
NSE:WIPRO-EQ,short,2023-01-20T15:12:00+05:30,201.58,2023-01-20T15:15:00+05:30,201.65,186,time_exit,-13.02,102.8282,-115.8482,37489.6202
NSE:SBIN-EQ,short,2023-01-20T15:15:00+05:30,592.2,2023-01-20T15:18:00+05:30,592.15,63,time_exit,3.15,102.5421,-99.3921,37390.2281
NSE:INFY-EQ,short,2023-01-20T15:18:00+05:30,1526.35,2023-01-20T15:21:00+05:30,1526.0,24,time_exit,8.4,101.5354,-93.1354,37297.0926
NSE:SBIN-EQ,short,2023-01-20T15:21:00+05:30,592.05,2023-01-20T15:24:00+05:30,592.2,63,time_exit,-9.45,102.5368,-111.9868,37185.1058
NSE:TITAN-EQ,long,2023-01-23T10:27:00+05:30,2375.8,2023-01-23T10:30:00+05:30,2371.0484,15,stoploss,-71.274,100.0082,-171.2822,37013.8236
NSE:ICICIBANK-EQ,long,2023-01-23T11:03:00+05:30,880.8,2023-01-23T11:09:00+05:30,879.0384,42,stoploss,-73.9872,102.0185,-176.0057,36837.8179
NSE:LT-EQ,long,2023-01-23T11:00:00+05:30,2260.3,2023-01-23T11:12:00+05:30,2255.7794,16,stoploss,-72.3296,100.7903,-173.1199,36840.7037
NSE:HDFCBANK-EQ,long,2023-01-23T11:00:00+05:30,838.75,2023-01-23T11:15:00+05:30,837.0725,44,stoploss,-73.81,101.8872,-175.6972,36838.1264
NSE:LT-EQ,short,2023-01-23T11:24:00+05:30,2250.0,2023-01-23T11:54:00+05:30,2241.0,16,target,144.0,100.5035,43.4965,36881.6229
NSE:MARUTI-EQ,long,2023-01-23T10:45:00+05:30,8448.0,2023-01-23T12:09:00+05:30,8431.104,4,stoploss,-67.584,97.2742,-164.8582,36848.9654
NSE:TITAN-EQ,short,2023-01-23T11:30:00+05:30,2371.4,2023-01-23T12:12:00+05:30,2361.9144,15,target,142.284,99.8683,42.4157,36880.5421
NSE:AXISBANK-EQ,short,2023-01-23T12:15:00+05:30,928.4,2023-01-23T12:21:00+05:30,930.2568,39,stoploss,-72.4152,100.9612,-173.3764,36707.1657
NSE:RELIANCE-EQ,short,2023-01-23T11:30:00+05:30,1221.68,2023-01-23T12:24:00+05:30,1216.7933,30,target,146.6016,101.4665,45.1351,36883.2615
NSE:BAJFINANCE-EQ,short,2023-01-23T12:42:00+05:30,588.73,2023-01-23T12:57:00+05:30,586.3751,62,target,146.005,101.2457,44.7593,36928.0208
NSE:ICICIBANK-EQ,short,2023-01-23T12:45:00+05:30,871.75,2023-01-23T13:00:00+05:30,868.263,42,target,146.454,101.4119,45.0421,36928.3036
NSE:MARUTI-EQ,short,2023-01-23T13:03:00+05:30,8439.0,2023-01-23T13:09:00+05:30,8405.244,4,target,135.024,97.1809,37.8431,36966.1466
NSE:LT-EQ,short,2023-01-23T13:33:00+05:30,2234.3,2023-01-23T13:36:00+05:30,2238.7686,16,stoploss,-71.4976,100.2799,-171.7775,36794.3691
NSE:RELIANCE-EQ,short,2023-01-23T13:24:00+05:30,1215.3,2023-01-23T13:42:00+05:30,1217.7306,30,stoploss,-72.918,101.3344,-174.2524,36791.8942
NSE:ASIANPAINT-EQ,short,2023-01-23T12:42:00+05:30,2784.3,2023-01-23T13:45:00+05:30,2789.8686,13,stoploss,-72.3918,100.9438,-173.3356,36709.9259
NSE:HDFCBANK-EQ,short,2023-01-23T13:06:00+05:30,835.93,2023-01-23T14:00:00+05:30,837.6019,44,stoploss,-73.5618,101.8124,-175.3743,36752.9293
NSE:KOTAKBANK-EQ,long,2023-01-23T14:00:00+05:30,357.46,2023-01-23T14:21:00+05:30,356.7451,102,stoploss,-72.9218,101.2291,-174.151,36578.7783
NSE:WIPRO-EQ,long,2023-01-23T14:06:00+05:30,202.75,2023-01-23T14:48:00+05:30,203.561,181,target,146.791,101.7544,45.0366,36797.9659
NSE:INFY-EQ,long,2023-01-23T14:06:00+05:30,1549.3,2023-01-23T14:54:00+05:30,1546.2014,23,stoploss,-71.2678,100.0036,-171.2714,36581.6579
NSE:ASIANPAINT-EQ,long,2023-01-23T14:15:00+05:30,2790.7,2023-01-23T14:54:00+05:30,2785.1186,13,stoploss,-72.5582,100.9597,-173.5179,36579.4114
NSE:TITAN-EQ,short,2023-01-23T13:00:00+05:30,2359.8,2023-01-23T15:03:00+05:30,2364.5196,15,stoploss,-70.794,99.7576,-170.5516,36757.752
NSE:MARUTI-EQ,short,2023-01-23T15:03:00+05:30,8400.75,2023-01-23T15:06:00+05:30,8417.5515,4,stoploss,-67.206,97.0938,-164.2998,36593.4521
NSE:AXISBANK-EQ,long,2023-01-23T13:39:00+05:30,932.35,2023-01-23T15:15:00+05:30,934.1,39,time_exit,68.25,101.1936,-32.9436,36761.4255
NSE:BAJFINANCE-EQ,short,2023-01-23T15:24:00+05:30,585.95,2023-01-23T15:27:00+05:30,586.5,62,time_exit,-34.1,101.1146,-135.2146,36626.2109
NSE:RELIANCE-EQ,short,2023-01-23T15:27:00+05:30,1214.58,2023-01-24T09:15:00+05:30,1217.0092,30,stoploss,-72.8748,101.3024,-174.1772,36452.0337
NSE:KOTAKBANK-EQ,short,2023-01-24T10:18:00+05:30,356.05,2023-01-24T11:06:00+05:30,354.6258,102,target,145.2684,100.973,44.2954,36496.3291
NSE:ASIANPAINT-EQ,long,2023-01-24T10:48:00+05:30,2823.05,2023-01-24T11:21:00+05:30,2817.4039,12,stoploss,-67.7532,97.3996,-165.1528,36286.8809
NSE:LT-EQ,short,2023-01-24T11:18:00+05:30,2227.9,2023-01-24T11:54:00+05:30,2218.9884,16,target,142.5856,99.98,42.6056,36538.9347
NSE:MARUTI-EQ,long,2023-01-24T11:09:00+05:30,8450.8,2023-01-24T12:12:00+05:30,8484.6032,4,target,135.2128,97.4514,37.7614,36534.0905
NSE:LT-EQ,short,2023-01-24T12:30:00+05:30,2215.35,2023-01-24T12:45:00+05:30,2219.7807,16,stoploss,-70.8912,99.8297,-170.7209,36363.3695
NSE:TCS-EQ,long,2023-01-24T10:45:00+05:30,3429.5,2023-01-24T12:51:00+05:30,3443.218,10,target,137.18,98.1825,38.9975,36491.0312
NSE:WIPRO-EQ,short,2023-01-24T11:18:00+05:30,203.28,2023-01-24T12:51:00+05:30,203.6866,179,stoploss,-72.7742,101.2277,-174.002,36322.3271
NSE:SUNPHARMA-EQ,short,2023-01-24T12:03:00+05:30,1038.75,2023-01-24T12:51:00+05:30,1040.8275,35,stoploss,-72.7125,101.1819,-173.8944,36365.0403
NSE:LT-EQ,short,2023-01-24T12:51:00+05:30,2221.0,2023-01-24T13:00:00+05:30,2212.116,16,target,142.144,99.8165,42.3275,36407.3678
NSE:SBIN-EQ,short,2023-01-24T12:51:00+05:30,597.95,2023-01-24T13:27:00+05:30,595.5582,60,target,143.508,100.3214,43.1866,36408.2269
NSE:INFY-EQ,long,2023-01-24T13:18:00+05:30,1562.3,2023-01-24T13:27:00+05:30,1559.1754,23,stoploss,-71.8658,100.4467,-172.3125,36235.0553
NSE:ICICIBANK-EQ,long,2023-01-24T12:54:00+05:30,874.7,2023-01-24T13:36:00+05:30,872.9506,41,stoploss,-71.7254,100.3427,-172.0681,36192.9723
NSE:AXISBANK-EQ,short,2023-01-24T13:51:00+05:30,908.0,2023-01-24T14:00:00+05:30,909.816,39,stoploss,-70.824,99.7799,-170.6039,36022.3684
NSE:RELIANCE-EQ,short,2023-01-24T14:00:00+05:30,1207.0,2023-01-24T14:03:00+05:30,1209.414,29,stoploss,-70.006,99.1726,-169.1786,35853.1898
NSE:SUNPHARMA-EQ,short,2023-01-24T13:36:00+05:30,1037.85,2023-01-24T14:36:00+05:30,1039.9257,34,stoploss,-70.5738,99.5941,-170.1679,36022.8043
NSE:TITAN-EQ,short,2023-01-24T13:39:00+05:30,2377.75,2023-01-24T14:42:00+05:30,2368.239,15,target,142.665,100.0093,42.6557,36235.6279
NSE:KOTAKBANK-EQ,short,2023-01-24T14:48:00+05:30,350.74,2023-01-24T14:57:00+05:30,351.4415,103,stoploss,-72.2524,100.8403,-173.0928,36062.5351
NSE:BAJFINANCE-EQ,short,2023-01-24T13:36:00+05:30,585.59,2023-01-24T15:15:00+05:30,585.61,61,time_exit,-1.22,100.1901,-101.4101,36091.5622
NSE:ASIANPAINT-EQ,short,2023-01-24T14:03:00+05:30,2807.95,2023-01-24T15:15:00+05:30,2809.6,12,time_exit,-19.8,97.1981,-116.9981,35736.1917
NSE:MARUTI-EQ,long,2023-01-24T15:15:00+05:30,8701.1,2023-01-24T15:18:00+05:30,8686.15,4,time_exit,-59.8,98.7822,-158.5822,35577.6095
NSE:MARUTI-EQ,long,2023-01-24T15:21:00+05:30,8686.1,2023-01-24T15:24:00+05:30,8690.0,4,time_exit,15.6,98.7529,-83.1529,35494.4566
NSE:SBIN-EQ,short,2023-01-24T15:27:00+05:30,593.75,2023-01-25T09:15:00+05:30,594.9375,59,stoploss,-70.0625,99.2145,-169.277,35325.1796
NSE:RELIANCE-EQ,short,2023-01-24T15:27:00+05:30,1206.38,2023-01-25T09:33:00+05:30,1201.5545,29,target,139.9401,99.0007,40.9394,35535.396
NSE:KOTAKBANK-EQ,short,2023-01-25T10:45:00+05:30,348.0,2023-01-25T10:54:00+05:30,348.696,102,stoploss,-70.992,99.9046,-170.8966,35364.4994
NSE:SUNPHARMA-EQ,short,2023-01-25T10:39:00+05:30,1035.9,2023-01-25T10:57:00+05:30,1031.7564,34,target,140.8824,99.3495,41.5329,35576.9289
NSE:KOTAKBANK-EQ,short,2023-01-25T10:57:00+05:30,348.44,2023-01-25T11:00:00+05:30,349.1369,101,stoploss,-70.3849,99.4539,-169.8387,35407.0902
NSE:ICICIBANK-EQ,short,2023-01-25T11:06:00+05:30,859.8,2023-01-25T11:21:00+05:30,856.3608,41,target,141.0072,99.3957,41.6115,35448.7017
