symbol,direction,entry_time,entry_price,exit_time,exit_price,quantity,exit_reason,gross_pnl,costs,net_pnl,capital_after
NSE:SBIN-EQ,long,2023-02-15T11:39:00+05:30,544.0,2023-02-15T11:48:00+05:30,542.912,43,stoploss,-46.784,81.8631,-128.6471,23367.7185
NSE:ICICIBANK-EQ,long,2023-02-15T11:33:00+05:30,863.9,2023-02-15T12:00:00+05:30,862.1722,27,stoploss,-46.6506,81.7643,-128.4149,23238.7561
NSE:SBIN-EQ,long,2023-02-15T11:54:00+05:30,542.7,2023-02-15T12:06:00+05:30,541.6146,43,stoploss,-46.6722,81.7803,-128.4525,23239.266
NSE:MARUTI-EQ,long,2023-02-15T11:54:00+05:30,8886.9,2023-02-15T12:06:00+05:30,8869.1262,2,stoploss,-35.5476,73.5379,-109.0855,23258.633
NSE:TITAN-EQ,long,2023-02-15T11:24:00+05:30,2509.0,2023-02-15T12:09:00+05:30,2503.982,9,stoploss,-45.162,80.6614,-125.8234,23370.2937
NSE:RELIANCE-EQ,long,2023-02-15T11:57:00+05:30,1210.65,2023-02-15T12:09:00+05:30,1208.2287,19,stoploss,-46.0047,81.2857,-127.2904,23240.4281
NSE:AXISBANK-EQ,short,2023-02-15T12:06:00+05:30,866.0,2023-02-15T12:15:00+05:30,867.732,26,stoploss,-45.032,80.6318,-125.6638,23132.9692
NSE:BAJFINANCE-EQ,long,2023-02-15T11:30:00+05:30,646.72,2023-02-15T12:30:00+05:30,645.4266,36,stoploss,-46.5638,81.7,-128.2638,23238.9072
NSE:KOTAKBANK-EQ,long,2023-02-15T11:30:00+05:30,355.79,2023-02-15T12:33:00+05:30,357.2132,65,target,92.5054,81.5793,10.9261,23378.0971
NSE:AXISBANK-EQ,short,2023-02-15T12:36:00+05:30,867.25,2023-02-15T12:57:00+05:30,868.9845,26,stoploss,-45.097,80.6801,-125.7771,23252.32
NSE:BAJFINANCE-EQ,long,2023-02-15T12:51:00+05:30,647.21,2023-02-15T13:03:00+05:30,645.9156,36,stoploss,-46.5991,81.7261,-128.3253,23249.7718
NSE:LT-EQ,long,2023-02-15T13:06:00+05:30,2173.65,2023-02-15T13:21:00+05:30,2169.3027,10,stoploss,-43.473,79.4099,-122.8829,23126.8889
NSE:ASIANPAINT-EQ,long,2023-02-15T12:00:00+05:30,2779.1,2023-02-15T13:24:00+05:30,2790.2164,8,target,88.9312,80.251,8.6802,23247.4363
NSE:WIPRO-EQ,long,2023-02-15T12:03:00+05:30,202.05,2023-02-15T13:30:00+05:30,202.8582,115,target,92.943,81.742,11.201,23249.9572
NSE:TITAN-EQ,long,2023-02-15T12:57:00+05:30,2513.65,2023-02-15T13:30:00+05:30,2523.7046,9,target,90.4914,80.8308,9.6606,23261.9805
NSE:INFY-EQ,long,2023-02-15T11:45:00+05:30,1588.25,2023-02-15T14:00:00+05:30,1594.603,14,target,88.942,80.255,8.687,23505.0526
NSE:MARUTI-EQ,short,2023-02-15T13:51:00+05:30,8810.45,2023-02-15T14:03:00+05:30,8828.0709,2,stoploss,-35.2418,73.3636,-108.6054,23153.3752
NSE:TCS-EQ,long,2023-02-15T12:48:00+05:30,3492.3,2023-02-15T14:27:00+05:30,3506.2692,6,target,83.8152,78.3496,5.4656,23383.5626
NSE:ICICIBANK-EQ,long,2023-02-15T13:00:00+05:30,864.1,2023-02-15T14:30:00+05:30,862.3718,26,stoploss,-44.9332,80.4918,-125.425,23126.8949
NSE:ASIANPAINT-EQ,long,2023-02-15T14:27:00+05:30,2787.1,2023-02-15T14:45:00+05:30,2781.5258,8,stoploss,-44.5936,80.2402,-124.8338,23258.7288
NSE:HDFCBANK-EQ,short,2023-02-15T13:21:00+05:30,831.35,2023-02-15T15:00:00+05:30,833.0127,27,stoploss,-44.8929,80.5286,-125.4215,23001.4674
NSE:RELIANCE-EQ,long,2023-02-15T14:12:00+05:30,1210.58,2023-02-15T15:06:00+05:30,1215.4223,19,target,92.0041,81.393,10.6111,23163.9862
NSE:SUNPHARMA-EQ,short,2023-02-15T13:24:00+05:30,996.7,2023-02-15T15:15:00+05:30,995.55,23,time_exit,26.45,81.1878,-54.7378,23192.6986
NSE:INFY-EQ,long,2023-02-15T14:03:00+05:30,1593.8,2023-02-15T15:15:00+05:30,1596.85,14,time_exit,42.7,80.3337,-37.6337,23115.7415
NSE:LT-EQ,long,2023-02-15T14:15:00+05:30,2173.5,2023-02-15T15:15:00+05:30,2174.3,10,time_exit,8.0,79.4485,-71.4485,23081.9267
NSE:MARUTI-EQ,long,2023-02-15T15:03:00+05:30,8838.8,2023-02-15T15:15:00+05:30,8845.6,2,time_exit,13.6,73.4341,-59.8341,22941.6333
NSE:TITAN-EQ,long,2023-02-15T15:03:00+05:30,2524.95,2023-02-15T15:15:00+05:30,2523.4,9,time_exit,-13.95,80.899,-94.849,22906.6184
NSE:WIPRO-EQ,long,2023-02-15T15:09:00+05:30,203.75,2023-02-15T15:15:00+05:30,203.85,113,time_exit,11.3,81.3628,-70.0628,23093.9234
NSE:KOTAKBANK-EQ,long,2023-02-15T15:15:00+05:30,356.96,2023-02-15T15:18:00+05:30,357.16,64,time_exit,12.8,81.0995,-68.2995,23025.6239
NSE:LT-EQ,long,2023-02-15T15:18:00+05:30,2174.3,2023-02-15T15:21:00+05:30,2175.05,10,time_exit,7.5,79.4599,-71.9599,22953.6639
NSE:WIPRO-EQ,long,2023-02-15T15:21:00+05:30,203.8,2023-02-15T15:24:00+05:30,203.63,112,time_exit,-19.04,81.0449,-100.0849,22853.5791
NSE:INFY-EQ,long,2023-02-15T15:24:00+05:30,1596.9,2023-02-15T15:27:00+05:30,1597.0,14,time_exit,1.4,80.3653,-78.9653,22774.6137
NSE:INFY-EQ,long,2023-02-16T10:21:00+05:30,1609.45,2023-02-16T10:33:00+05:30,1606.2311,14,stoploss,-45.0646,80.5892,-125.6538,22648.9599
NSE:RELIANCE-EQ,long,2023-02-16T10:51:00+05:30,1228.7,2023-02-16T11:00:00+05:30,1226.2426,18,stoploss,-44.2332,79.9732,-124.2064,22524.7536
NSE:WIPRO-EQ,long,2023-02-16T11:06:00+05:30,206.15,2023-02-16T11:21:00+05:30,205.7377,109,stoploss,-44.9407,80.4974,-125.4381,22399.3155
NSE:INFY-EQ,long,2023-02-16T11:33:00+05:30,1608.65,2023-02-16T11:42:00+05:30,1605.4327,13,stoploss,-41.8249,78.1888,-120.0137,22279.3017
NSE:HDFCBANK-EQ,long,2023-02-16T11:00:00+05:30,839.28,2023-02-16T11:54:00+05:30,837.6014,26,stoploss,-43.6426,79.5356,-123.1781,22401.5754
NSE:MARUTI-EQ,long,2023-02-16T10:51:00+05:30,8854.0,2023-02-16T12:06:00+05:30,8836.292,2,stoploss,-35.416,73.4404,-108.8564,22540.1036
NSE:AXISBANK-EQ,short,2023-02-16T11:54:00+05:30,868.0,2023-02-16T12:15:00+05:30,864.528,25,target,86.8,79.3302,7.4698,22409.0453
NSE:SBIN-EQ,short,2023-02-16T12:36:00+05:30,541.5,2023-02-16T13:18:00+05:30,542.583,41,stoploss,-44.403,80.1649,-124.5679,22284.4774
NSE:HDFCBANK-EQ,short,2023-02-16T13:12:00+05:30,836.5,2023-02-16T13:21:00+05:30,838.173,26,stoploss,-43.498,79.493,-122.991,22286.0543
NSE:AXISBANK-EQ,short,2023-02-16T13:09:00+05:30,864.95,2023-02-16T13:27:00+05:30,866.6799,25,stoploss,-43.2475,79.307,-122.5545,22286.4907
NSE:KOTAKBANK-EQ,long,2023-02-16T10:27:00+05:30,358.77,2023-02-16T13:30:00+05:30,360.2051,63,target,90.41,80.8006,9.6094,22784.2232
NSE:SBIN-EQ,long,2023-02-16T13:27:00+05:30,542.8,2023-02-16T13:57:00+05:30,541.7144,41,stoploss,-44.5096,80.178,-124.6876,22161.8032
NSE:RELIANCE-EQ,short,2023-02-16T12:30:00+05:30,1220.8,2023-02-16T14:03:00+05:30,1215.9168,18,target,87.8976,79.7365,8.1611,22417.2064
NSE:LT-EQ,short,2023-02-16T12:09:00+05:30,2183.0,2023-02-16T14:12:00+05:30,2187.366,10,stoploss,-43.66,79.6133,-123.2733,22416.8303
NSE:WIPRO-EQ,long,2023-02-16T13:27:00+05:30,205.75,2023-02-16T14:24:00+05:30,205.3385,108,stoploss,-44.442,80.1279,-124.5699,22161.9208
NSE:MARUTI-EQ,short,2023-02-16T13:12:00+05:30,8840.05,2023-02-16T14:27:00+05:30,8804.6898,2,target,70.7204,73.3781,-2.6577,22406.3876
NSE:HDFCBANK-EQ,short,2023-02-16T14:00:00+05:30,836.03,2023-02-16T14:27:00+05:30,832.6859,26,target,86.9471,79.3846,7.5625,22169.3656
NSE:BAJFINANCE-EQ,short,2023-02-16T12:24:00+05:30,645.0,2023-02-16T14:30:00+05:30,642.42,34,target,87.72,79.6707,8.0493,22417.0945
NSE:BAJFINANCE-EQ,short,2023-02-16T14:42:00+05:30,642.65,2023-02-16T14:51:00+05:30,643.9353,34,stoploss,-43.7002,79.6431,-123.3433,22293.7512
NSE:BAJFINANCE-EQ,short,2023-02-16T14:54:00+05:30,644.07,2023-02-16T15:00:00+05:30,645.3581,34,stoploss,-43.7968,79.7148,-123.5115,22170.2397
NSE:SUNPHARMA-EQ,short,2023-02-16T12:15:00+05:30,1001.05,2023-02-16T15:03:00+05:30,997.0458,22,target,88.0924,79.8086,8.2838,22417.3291
NSE:TITAN-EQ,short,2023-02-16T14:15:00+05:30,2531.95,2023-02-16T15:09:00+05:30,2521.8222,8,target,81.0224,77.1915,3.8309,22420.6612
NSE:ICICIBANK-EQ,short,2023-02-16T13:09:00+05:30,871.4,2023-02-16T15:15:00+05:30,870.25,25,time_exit,28.75,79.4964,-50.7464,22358.2988
NSE:WIPRO-EQ,short,2023-02-16T14:33:00+05:30,205.58,2023-02-16T15:15:00+05:30,204.98,109,time_exit,65.4,80.3956,-14.9956,22402.099
NSE:SBIN-EQ,short,2023-02-16T14:39:00+05:30,541.4,2023-02-16T15:15:00+05:30,540.15,41,time_exit,51.25,80.0926,-28.8426,22388.2519
NSE:RELIANCE-EQ,short,2023-02-16T15:03:00+05:30,1215.53,2023-02-16T15:15:00+05:30,1214.72,18,time_exit,14.58,79.6465,-65.0665,22352.2626
NSE:MARUTI-EQ,short,2023-02-16T15:15:00+05:30,8804.85,2023-02-16T15:18:00+05:30,8801.15,2,time_exit,7.4,73.3175,-65.9175,22286.3452
NSE:ICICIBANK-EQ,short,2023-02-16T15:18:00+05:30,870.2,2023-02-16T15:21:00+05:30,870.3,25,time_exit,-2.5,79.4735,-81.9735,22204.3716
NSE:SUNPHARMA-EQ,short,2023-02-17T10:30:00+05:30,991.9,2023-02-17T10:36:00+05:30,993.8838,22,stoploss,-43.6436,79.6011,-123.2447,22081.1269
NSE:KOTAKBANK-EQ,short,2023-02-17T10:33:00+05:30,356.0,2023-02-17T10:57:00+05:30,354.576,62,target,88.288,79.881,8.407,22212.7787
NSE:HDFCBANK-EQ,short,2023-02-17T10:51:00+05:30,829.6,2023-02-17T11:15:00+05:30,831.2592,26,stoploss,-43.1392,79.2266,-122.3658,21958.7611
NSE:ICICIBANK-EQ,short,2023-02-17T10:33:00+05:30,863.7,2023-02-17T11:27:00+05:30,860.2452,25,target,86.37,79.171,7.199,22211.5706
NSE:SBIN-EQ,short,2023-02-17T11:06:00+05:30,536.05,2023-02-17T11:30:00+05:30,533.9058,41,target,87.9122,79.7419,8.1703,22220.949
NSE:INFY-EQ,short,2023-02-17T10:57:00+05:30,1588.2,2023-02-17T11:39:00+05:30,1591.3764,13,stoploss,-41.2932,77.8561,-119.1493,22093.6293
NSE:TCS-EQ,short,2023-02-17T10:57:00+05:30,3524.0,2023-02-17T11:45:00+05:30,3531.048,6,stoploss,-42.288,78.5947,-120.8827,22091.896
NSE:ICICIBANK-EQ,short,2023-02-17T11:33:00+05:30,860.8,2023-02-17T11:45:00+05:30,862.5216,25,stoploss,-43.04,79.153,-122.193,22098.756
NSE:RELIANCE-EQ,short,2023-02-17T11:15:00+05:30,1215.97,2023-02-17T11:54:00+05:30,1218.4019,18,stoploss,-43.7749,79.6986,-123.4735,21835.2876
NSE:ICICIBANK-EQ,short,2023-02-17T11:51:00+05:30,861.55,2023-02-17T12:03:00+05:30,863.2731,25,stoploss,-43.0775,79.1808,-122.2583,21976.4977
NSE:AXISBANK-EQ,short,2023-02-17T10:33:00+05:30,863.55,2023-02-17T12:12:00+05:30,860.0958,25,target,86.355,79.1655,7.1895,22211.5612
NSE:KOTAKBANK-EQ,short,2023-02-17T11:54:00+05:30,354.69,2023-02-17T12:15:00+05:30,353.2712,62,target,87.9631,79.7607,8.2024,21843.49
NSE:BAJFINANCE-EQ,short,2023-02-17T12:27:00+05:30,642.05,2023-02-17T12:33:00+05:30,643.3341,34,stoploss,-43.6594,79.6128,-123.2722,21720.2178
NSE:HDFCBANK-EQ,short,2023-02-17T12:12:00+05:30,828.23,2023-02-17T12:57:00+05:30,824.9171,26,target,86.1359,79.0844,7.0516,22218.6127
NSE:KOTAKBANK-EQ,short,2023-02-17T12:54:00+05:30,352.86,2023-02-17T12:57:00+05:30,351.4486,61,target,86.0978,79.0703,7.0276,21727.2454
NSE:AXISBANK-EQ,short,2023-02-17T12:54:00+05:30,857.9,2023-02-17T12:57:00+05:30,854.4684,25,target,85.79,78.9563,6.8337,21727.0515
NSE:SBIN-EQ,short,2023-02-17T12:39:00+05:30,532.3,2023-02-17T13:09:00+05:30,530.1708,40,target,85.168,78.7261,6.4419,21726.6598
NSE:SUNPHARMA-EQ,short,2023-02-17T12:42:00+05:30,991.45,2023-02-17T13:18:00+05:30,993.4329,21,stoploss,-41.6409,78.1143,-119.7552,21600.4626
NSE:TITAN-EQ,short,2023-02-17T11:36:00+05:30,2515.0,2023-02-17T13:30:00+05:30,2504.94,8,target,80.48,76.9907,3.4893,22224.4382
NSE:TCS-EQ,short,2023-02-17T12:24:00+05:30,3522.9,2023-02-17T13:30:00+05:30,3508.8084,6,target,84.5496,78.4972,6.0524,21849.5425
NSE:INFY-EQ,short,2023-02-17T12:33:00+05:30,1588.75,2023-02-17T14:09:00+05:30,1582.395,13,target,82.615,77.781,4.834,21725.0518
NSE:BAJFINANCE-EQ,short,2023-02-17T13:27:00+05:30,639.03,2023-02-17T14:24:00+05:30,640.3081,33,stoploss,-42.176,78.5115,-120.6875,21479.7751
NSE:HDFCBANK-EQ,short,2023-02-17T13:51:00+05:30,823.23,2023-02-17T14:24:00+05:30,824.8765,26,stoploss,-42.808,78.9807,-121.7887,21727.7538
NSE:TCS-EQ,short,2023-02-17T14:21:00+05:30,3507.0,2023-02-17T14:42:00+05:30,3492.972,6,target,84.168,78.3559,5.8121,21730.8639
NSE:SBIN-EQ,short,2023-02-17T14:45:00+05:30,528.8,2023-02-17T14:54:00+05:30,529.8576,41,stoploss,-43.3616,79.3917,-122.7533,21608.1106
NSE:WIPRO-EQ,short,2023-02-17T11:45:00+05:30,202.68,2023-02-17T15:00:00+05:30,203.0854,108,stoploss,-43.7789,79.7015,-123.4804,21975.2756
NSE:ASIANPAINT-EQ,short,2023-02-17T14:51:00+05:30,2825.25,2023-02-17T15:00:00+05:30,2830.9005,7,stoploss,-39.5535,76.5646,-116.1181,21614.7458
NSE:AXISBANK-EQ,short,2023-02-17T14:15:00+05:30,852.5,2023-02-17T15:09:00+05:30,854.205,25,stoploss,-42.625,78.8449,-121.4699,21603.5819
NSE:MARUTI-EQ,short,2023-02-17T13:42:00+05:30,8822.8,2023-02-17T15:15:00+05:30,8805.65,2,time_exit,34.3,73.3521,-39.0521,21810.4904
NSE:TITAN-EQ,short,2023-02-17T14:54:00+05:30,2499.15,2023-02-17T15:15:00+05:30,2504.1483,8,stoploss,-39.9864,76.886,-116.8724,21491.2382
NSE:LT-EQ,short,2023-02-17T15:00:00+05:30,2225.1,2023-02-17T15:15:00+05:30,2225.35,9,time_exit,-2.25,76.9084,-79.1584,21535.5874
NSE:RELIANCE-EQ,long,2023-02-17T15:24:00+05:30,1220.68,2023-02-17T15:27:00+05:30,1218.2386,17,stoploss,-41.5031,77.9504,-119.4535,21416.1339
NSE:BAJFINANCE-EQ,long,2023-02-17T15:24:00+05:30,642.21,2023-02-17T15:27:00+05:30,643.04,33,time_exit,27.39,78.6597,-51.2697,21484.3177
NSE:KOTAKBANK-EQ,long,2023-02-20T10:00:00+05:30,352.57,2023-02-20T10:03:00+05:30,351.8649,60,stoploss,-42.3084,78.5471,-120.8555,21363.4622
NSE:HDFCBANK-EQ,long,2023-02-20T10:27:00+05:30,832.85,2023-02-20T10:33:00+05:30,831.1843,25,stoploss,-41.6425,78.0537,-119.6962,21243.7661
NSE:HDFCBANK-EQ,long,2023-02-20T10:36:00+05:30,831.75,2023-02-20T10:39:00+05:30,830.0865,25,stoploss,-41.5875,78.0129,-119.6004,21124.1656
NSE:RELIANCE-EQ,short,2023-02-20T10:57:00+05:30,1214.0,2023-02-20T11:00:00+05:30,1216.428,17,stoploss,-41.276,77.8434,-119.1194,21005.0462
NSE:SUNPHARMA-EQ,short,2023-02-20T11:00:00+05:30,983.3,2023-02-20T11:03:00+05:30,985.2666,21,stoploss,-41.2986,77.8602,-119.1588,20885.8875
NSE:ASIANPAINT-EQ,short,2023-02-20T11:06:00+05:30,2825.0,2023-02-20T11:15:00+05:30,2830.65,7,stoploss,-39.55,76.562,-116.112,20769.7755
NSE:MARUTI-EQ,short,2023-02-20T10:42:00+05:30,8790.0,2023-02-20T11:21:00+05:30,8754.84,2,target,70.32,73.2299,-2.9099,21121.2557
NSE:BAJFINANCE-EQ,long,2023-02-20T11:18:00+05:30,642.4,2023-02-20T11:21:00+05:30,641.1152,32,stoploss,-41.1136,77.6618,-118.7754,20651.0001
NSE:AXISBANK-EQ,short,2023-02-20T11:00:00+05:30,854.5,2023-02-20T11:27:00+05:30,851.082,24,target,82.032,77.5652,4.4668,21009.513
NSE:KOTAKBANK-EQ,short,2023-02-20T11:27:00+05:30,351.1,2023-02-20T11:30:00+05:30,349.6956,58,target,81.4552,77.3517,4.1035,21013.6165
NSE:SBIN-EQ,short,2023-02-20T10:48:00+05:30,528.9,2023-02-20T11:39:00+05:30,526.7844,39,target,82.5084,77.7416,4.7668,21128.9324
NSE:ICICIBANK-EQ,short,2023-02-20T11:27:00+05:30,860.0,2023-02-20T11:39:00+05:30,856.56,24,target,82.56,77.7607,4.7993,21014.3123
NSE:KOTAKBANK-EQ,short,2023-02-20T11:39:00+05:30,349.77,2023-02-20T12:06:00+05:30,350.4695,60,stoploss,-41.9724,78.3604,-120.3328,20893.9795
NSE:ICICIBANK-EQ,short,2023-02-20T11:54:00+05:30,859.4,2023-02-20T12:09:00+05:30,855.9624,24,target,82.5024,77.7394,4.763,21019.0754
NSE:RELIANCE-EQ,long,2023-02-20T11:21:00+05:30,1219.25,2023-02-20T12:12:00+05:30,1216.8115,17,stoploss,-41.4545,77.9144,-119.3689,20531.6312
NSE:AXISBANK-EQ,short,2023-02-20T12:09:00+05:30,850.7,2023-02-20T12:12:00+05:30,847.2972,24,target,81.6672,77.4302,4.237,21023.3124
NSE:LT-EQ,short,2023-02-20T11:45:00+05:30,2230.25,2023-02-20T12:15:00+05:30,2221.329,9,target,80.289,76.92,3.369,21017.6813
NSE:HDFCBANK-EQ,short,2023-02-20T11:54:00+05:30,829.9,2023-02-20T12:15:00+05:30,826.5804,25,target,82.99,77.9199,5.0701,21019.3825
NSE:TCS-EQ,short,2023-02-20T11:06:00+05:30,3499.6,2023-02-20T12:18:00+05:30,3485.6016,5,target,69.992,73.1085,-3.1165,20882.771
NSE:SBIN-EQ,short,2023-02-20T11:45:00+05:30,527.25,2023-02-20T12:24:00+05:30,528.3045,39,stoploss,-41.1255,77.7316,-118.8571,20895.4552
NSE:LT-EQ,short,2023-02-20T12:21:00+05:30,2226.85,2023-02-20T12:42:00+05:30,2217.9426,9,target,80.1666,76.8747,3.2919,20886.0629
NSE:MARUTI-EQ,short,2023-02-20T12:33:00+05:30,8742.5,2023-02-20T12:42:00+05:30,8759.985,2,stoploss,-34.97,73.1618,-108.1318,20787.3234
NSE:WIPRO-EQ,short,2023-02-20T12:18:00+05:30,202.53,2023-02-20T12:48:00+05:30,202.9351,103,stoploss,-41.7212,78.1739,-119.8951,20762.876
NSE:BAJFINANCE-EQ,short,2023-02-20T12:18:00+05:30,640.85,2023-02-20T12:51:00+05:30,638.2866,32,target,82.0288,77.5641,4.4647,20887.2358
NSE:ICICIBANK-EQ,short,2023-02-20T12:24:00+05:30,859.25,2023-02-20T12:57:00+05:30,855.813,24,target,82.488,77.734,4.754,20900.2092
NSE:TITAN-EQ,short,2023-02-20T10:54:00+05:30,2490.15,2023-02-20T13:24:00+05:30,2480.1894,8,target,79.6848,76.6964,2.9884,21127.154
NSE:RELIANCE-EQ,short,2023-02-20T12:45:00+05:30,1215.03,2023-02-20T13:27:00+05:30,1210.1699,17,target,82.622,77.7836,4.8384,20792.1618
NSE:SBIN-EQ,short,2023-02-20T12:27:00+05:30,528.25,2023-02-20T13:39:00+05:30,526.137,39,target,82.407,77.704,4.703,20900.1581
NSE:LT-EQ,short,2023-02-20T13:09:00+05:30,2220.65,2023-02-20T13:39:00+05:30,2225.0913,9,stoploss,-39.9717,76.8751,-116.8468,20783.3624
NSE:BAJFINANCE-EQ,short,2023-02-20T13:30:00+05:30,639.93,2023-02-20T13:42:00+05:30,637.3703,32,target,81.911,77.5205,4.3906,20796.5524
NSE:SUNPHARMA-EQ,short,2023-02-20T13:06:00+05:30,983.5,2023-02-20T14:18:00+05:30,979.566,21,target,82.614,77.7807,4.8333,20905.0425
NSE:AXISBANK-EQ,short,2023-02-20T14:12:00+05:30,846.4,2023-02-20T14:27:00+05:30,843.0144,24,target,81.2544,77.2774,3.977,20800.5294
NSE:MARUTI-EQ,short,2023-02-20T12:45:00+05:30,8751.7,2023-02-20T15:00:00+05:30,8716.6932,2,target,70.0136,73.1165,-3.1029,20784.2205
NSE:ASIANPAINT-EQ,short,2023-02-20T12:27:00+05:30,2826.0,2023-02-20T15:15:00+05:30,2823.4,7,time_exit,18.2,76.5324,-58.3324,20837.1228
NSE:TCS-EQ,short,2023-02-20T12:51:00+05:30,3485.7,2023-02-20T15:15:00+05:30,3488.0,5,time_exit,-11.5,73.0617,-84.5617,20802.674
NSE:TITAN-EQ,short,2023-02-20T15:03:00+05:30,2473.45,2023-02-20T15:15:00+05:30,2473.3,8,time_exit,1.2,76.5525,-75.3525,20708.868
NSE:LT-EQ,long,2023-02-21T10:51:00+05:30,2252.9,2023-02-21T10:54:00+05:30,2248.3942,9,stoploss,-40.5522,77.2459,-117.7981,20591.07
NSE:HDFCBANK-EQ,long,2023-02-21T11:06:00+05:30,827.35,2023-02-21T11:15:00+05:30,830.6594,24,target,79.4256,76.7183,2.7073,20593.7773
NSE:TITAN-EQ,long,2023-02-21T11:15:00+05:30,2472.35,2023-02-21T11:33:00+05:30,2467.4053,8,stoploss,-39.5576,76.5089,-116.0665,20477.7108
NSE:LT-EQ,long,2023-02-21T10:57:00+05:30,2248.8,2023-02-21T11:42:00+05:30,2244.3024,9,stoploss,-40.4784,77.1912,-117.6696,20473.4004
NSE:AXISBANK-EQ,long,2023-02-21T11:06:00+05:30,844.65,2023-02-21T11:42:00+05:30,842.9607,24,stoploss,-40.5432,77.2392,-117.7824,20473.2876
NSE:RELIANCE-EQ,long,2023-02-21T11:21:00+05:30,1212.05,2023-02-21T11:45:00+05:30,1209.6259,16,stoploss,-38.7856,75.937,-114.7226,20479.0548
NSE:ICICIBANK-EQ,long,2023-02-21T11:06:00+05:30,856.75,2023-02-21T12:03:00+05:30,855.0365,24,stoploss,-41.124,77.6695,-118.7935,20472.2765
NSE:BAJFINANCE-EQ,long,2023-02-21T11:09:00+05:30,639.45,2023-02-21T12:09:00+05:30,638.1711,32,stoploss,-40.9248,77.5219,-118.4467,20472.6232
NSE:SBIN-EQ,long,2023-02-21T11:12:00+05:30,527.45,2023-02-21T12:09:00+05:30,526.3951,39,stoploss,-41.1411,77.6822,-118.8233,20472.2467
NSE:WIPRO-EQ,short,2023-02-21T11:39:00+05:30,201.9,2023-02-21T12:45:00+05:30,202.3038,101,stoploss,-40.7838,77.478,-118.2618,20359.449
NSE:AXISBANK-EQ,short,2023-02-21T12:42:00+05:30,837.8,2023-02-21T12:45:00+05:30,839.4756,24,stoploss,-40.2144,77.0552,-117.2696,20354.977
NSE:SUNPHARMA-EQ,short,2023-02-21T11:54:00+05:30,978.4,2023-02-21T12:48:00+05:30,974.4864,20,target,78.272,76.1734,2.0986,20481.1533
NSE:RELIANCE-EQ,short,2023-02-21T12:24:00+05:30,1209.1,2023-02-21T12:51:00+05:30,1211.5182,16,stoploss,-38.6912,75.9244,-114.6156,20357.6311
NSE:AXISBANK-EQ,short,2023-02-21T12:57:00+05:30,839.65,2023-02-21T13:09:00+05:30,841.3293,24,stoploss,-40.3032,77.1212,-117.4244,20240.2067
NSE:HDFCBANK-EQ,short,2023-02-21T13:00:00+05:30,821.53,2023-02-21T13:09:00+05:30,823.1731,24,stoploss,-39.4334,76.4755,-115.9089,20241.7222
NSE:TITAN-EQ,short,2023-02-21T13:12:00+05:30,2455.35,2023-02-21T13:33:00+05:30,2460.2607,8,stoploss,-39.2856,76.3657,-115.6513,20126.0709
NSE:KOTAKBANK-EQ,long,2023-02-21T13:30:00+05:30,347.62,2023-02-21T13:33:00+05:30,346.9248,58,stoploss,-40.3239,77.0767,-117.4006,20124.3215
NSE:ICICIBANK-EQ,short,2023-02-21T12:57:00+05:30,852.1,2023-02-21T13:45:00+05:30,853.8042,23,stoploss,-39.1966,76.2996,-115.4962,20242.1348
NSE:ASIANPAINT-EQ,short,2023-02-21T11:39:00+05:30,2809.0,2023-02-21T14:03:00+05:30,2814.618,7,stoploss,-39.326,76.3957,-115.7217,20361.9891
NSE:MARUTI-EQ,short,2023-02-21T11:45:00+05:30,8658.65,2023-02-21T14:15:00+05:30,8675.9673,2,stoploss,-34.6346,72.9128,-107.5474,20371.5074
NSE:WIPRO-EQ,long,2023-02-21T13:57:00+05:30,202.3,2023-02-21T14:18:00+05:30,201.8954,100,stoploss,-40.46,77.1776,-117.6376,20124.4973
NSE:INFY-EQ,short,2023-02-21T11:39:00+05:30,1586.05,2023-02-21T14:27:00+05:30,1579.7058,12,target,76.1304,75.3807,0.7497,20478.4605
NSE:TCS-EQ,short,2023-02-21T12:12:00+05:30,3473.95,2023-02-21T14:30:00+05:30,3460.0542,5,target,69.479,72.9186,-3.4396,20468.8071
NSE:BAJFINANCE-EQ,short,2023-02-21T12:39:00+05:30,637.24,2023-02-21T14:45:00+05:30,638.5145,32,stoploss,-40.7834,77.4776,-118.261,20353.9857
NSE:SBIN-EQ,short,2023-02-21T14:27:00+05:30,524.15,2023-02-21T14:45:00+05:30,525.1983,38,stoploss,-39.8354,76.7739,-116.6093,20361.8512
NSE:HDFCBANK-EQ,short,2023-02-21T14:30:00+05:30,823.08,2023-02-21T14:45:00+05:30,824.7262,24,stoploss,-39.5078,76.5307,-116.0385,20352.7686
NSE:KOTAKBANK-EQ,short,2023-02-21T15:03:00+05:30,345.88,2023-02-21T15:06:00+05:30,346.5718,58,stoploss,-40.1221,76.9867,-117.1088,20235.6598
NSE:KOTAKBANK-EQ,short,2023-02-21T15:09:00+05:30,345.87,2023-02-21T15:15:00+05:30,346.11,58,time_exit,-13.92,76.9677,-90.8877,20144.7721
NSE:SUNPHARMA-EQ,short,2023-02-21T15:15:00+05:30,971.0,2023-02-21T15:18:00+05:30,972.0,20,time_exit,-20.0,76.0219,-96.0219,20048.7502
NSE:SBIN-EQ,short,2023-02-22T09:15:00+05:30,520.75,2023-02-22T09:24:00+05:30,518.667,38,target,79.154,76.4999,2.6541,20051.4043
